Patent Summary,Result
"다중 할인/혜택 제공 신용카드를 매개로 한 판매 프로모션 방법이 개시된다. 제1 실시예는, 소비자의 구매희망제품이 다중 할인/혜택 대상 제품에 해당하고, 그 소비자가 결제용으로 제시한 신용카드가 할인/혜택을 제공하기로 정해진 제1 신용카드에 해당하면 1차적으로 할인을 해준다. 나아가 소비자의 신용카드가 제휴카드로서 추가할인대상인 제2 신용카드에도 해당되면, 소정의 추가할인을 더 제공한다. 제2 실시예는, 특정 신용카드를 이용한 결제에 대하여 제1 사업주체가 1차 할인을 해주면서 할인쿠폰을 발행하고, 소비자가 제2 사업주체의 제품 구매 시에 동일한 신용카드로 결제하면서 그 할인쿠폰을 제시하면, 소정의 추가 할인을 제공한다. 제3 실시예는, 특정 신용카드를 이용한 결제에 대하여 1차 할인을 해주면서 이벤트쿠폰을 발행하고, 소비자가 그 이벤트쿠폰의 고유번호를 이용하여 응모하면 그 소비자 휴대폰으로 인증번호를 제공하고, 그 소비자가 특정 포스트에 방문하여 휴대폰에 찍힌 인증번호를 제시하면, 확인을 거쳐 추가 혜택을 제공한다. 본 발명은 이처럼 특정 신용카드에 대하여 다중적인 할인/혜택을 부여함으로써 마케팅 방식의 다양화와 차별화를 가능하게 해준다. 신용카드, 할인, 추가할인, 다중할인, 이중할인, 쿠폰, 이벤트, 다중혜택",등록
"현금이 없을시 온라인 전자결재 시스템으로 축의금, 조의금 등 경조사시 발생할 수 있는 불쾌한 기분을 방지하고, 현금이 부족하여 당장 보낼 수 없는 문제를 다양한 결재수단으로 해결함으로써, 경조사비를 대신할 수 있는 장점과 참석하지 못하는 사람들을 위한 좋은 시스템이라 할 수 있다.",거절
"본 발명의 특정키를 이용한 키패드 입력 방법은 단말기 키패드의 특정키에 대한 입력 신호를 지속적으로 수신하는 단계, 상기 특정키에 대한 입력 신호를 지속적으로 수신하는 상태에서 상기 키패드의 일반키에 대한 입력 신호를 수신하는 단계, 적어도 하나 이상의 문자 배열 중에서, 상기 특정키에 대응되는 특정 문자 배열을 추출하는 단계 및 상기 추출된 특정 문자 배열 중에서 상기 수신된 일반키에 대한 입력 신호에 대응되는 특정키 정보를 출력 하는 단계를 포함한다. 키 패드, SMS, 휴대 단말기",등록
"본 발명은 납부자가 서비스사 서버로부터 부여받은 납부자 결제용 ID만을 이용해 카드 조회기의 위치에 관계없이 임의의 장소에 설치된 카드 조회기를 이용해 카드 결제가 가능하도록 하는 카드 결제 방법에 관한 것으로, 카드 조회기로부터 납부자 결제용 ID 및 카드 정보를 수신하는 단계, 상기 수신된 납부자 결제용 ID에 대응되는 청구자 및 청구 내역을 검출하는 단계, 상기 수신된 카드 정보를 이용해 상기 검출된 청구자의 가맹점 정보를 검출하는 단계 및 상기 납부자 결제용 ID, 가맹점 정보 및 카드 정보를 이용해 카드사 단말에 거래 승인을 요청하는 단계를 포함하는 것을 특징으로 한다. 납부자 결제용 ID, 카드 조회기, 가맹점 정보, 카드 결제",등록
"본 발명은 고객이 철도 승차권이나 현금 또는 카드를 이용하여 번호를 발급받을 수 있는 무인번호발급기와, 상기 무인번호발급기와 인터넷망으로 연결되어 있는 철도청관리서버과, 상기 철도청관리서버에 연결되어 추후 당첨된 번호와 회원의 정보에 데이터를 수신하는 철도청 관리 단말기를 구비하고 해당 경품을 지급될 수 있도록 하는 철도청경품관리자를 포함함으로써, 승차권을 사용하여 역 구내나 기차 또는 그외의 장소에 위치한 번호발급기로부터 번호를 발급받아 로또와 같이 추첨하여 철도청 관련 사은품이나 판촉물, 마일리지, 유가증권 및 현금 등의 다양한 경품을 제공하여 고정고객을 확보할 수 있고, 번호를 확인하기 위해서 철도청 홈페이지를 접속해야 하므로 자연스레 철도청에서 제공하는 여행상품을 광고할 수 있는 효과를 도모할 수 있어 이를 통해 수익의 증대를 가져올 수 있도록 하며 자사의 광고 및 마케팅 증대 효과를 누릴 수 있도록 하는 철도승차권을 이용한 로또방식의 경품 추첨시스템 및 그의 방법에 관한 것이다.",등록
"본 발명은 자전거 이동 대여 시스템에 관한 것으로, 고객이 자전거 대여/반납 예약한 시간에 해당 고객이 자전거 대여/반납 예약한 위치로 이동 정류 차량이 직접 이동하면서 고객에게 자전거를 대여하거나 또는 고객으로부터 자전거를 반납받을 수 있어 사용자가 직접 자전거 대여소를 방문하지 않아도 되므로, 사용자 편의성을 향상시킬 수 있도록 한 것이다.",등록
"본 발명은 의복 부착용 전자파 차단부재에 관한 것으로, 도전사가 밖음질될 섬유천(10)과; 상기 섬유천(10)의 세로방향을 따라 일정한 간격을 두고 박음질 된 다수의 도전사(20)로 이루어져 휴대폰을 가지고 다니는 의복의 주머니의 내측에 다림이질용 정보 텍을 부착하되 다림이질용 정보 텍을 전자파 차단용 천으로 하거나 주머니의 내측에 전자파 차단용 도전성 천을 덧대어 꿰멤으로써 의복의 주머니에서 휴대폰과 몸과의 사이에 있는 도전성 천이 전자파를 차단하도록 하고, 휴대폰의 휴대 특성에 따라 가슴에 목걸이 형태로 휴대폰을 걸고 다니는 경우 휴대폰이 위치하는 의복의 안쪽 가슴부위에 전자파 차폐용 도전성 천을 양면테이프로 부착하거나 박음질로 덧대어서 꿰멤으로써 가슴에 위치하는 휴대폰으로부터 발생하는 전자파를 효율적으로 차단하며, 전자파 차단용 도전성 잉크를 주머니 안쪽 등 필요한 부위에 도포하여 부착함으로써 용이하게 전자파를 차단할 뿐만 아니라 의복의 주머니를 이루는 천중에 몸쪽 천에 전자파 차폐용 도전사를 아래위, 왼쪽에서 오른쪽으로 망사처럼 박음질이나 손으로 바느질을 해서 전자파를 차단할 수 있는 각별한 장점이 있는 유용한 발명이다.",등록
"본 발명은 빠른시간 내에 특정한 다수의 사람에게 메세지를 전송할 수 있는 다중모드 네트워크 커뮤니티 시스템과 그 제어방법에 관한 것으로서, 특히 빠른시간 내에 특정한 그룹의 다수 회원들에게 공지사항(메세지)을 사전에 정의한 절차에 따라 전화, 이메일, 문자메세지, 음성메세지 등 다양한 방법을 통해 전달하고, 수신자의 메세지 수신결과를 다양한 통신수단을 통해 취합하여 데이타베이스에 자동으로 정리하여 메세지 송신자에게 전달하여 메세지 송신자에게는 한번에 많은 사람에게 동시에 원하는 메세지를 전송할 수 있고, 수신자는 자신이 설정한 통신수단을 통해 완벽하게 메세지를 수신할 수 있으며, 메세지 중계사업자의 경우 지속적인 이벤트의 활성화로 수익구조를 창출 할 수 있도록 한 빠른시간 내에 특정한 다수의 사람에게 메세지를 전송할 수 있는 다중모드 네트워크 커뮤니티 시스템과 그 제어방법에 관한 것이다. 메세지 전송, 그룹, 멀티모덜 통신서버, 유무선단말기, 메세지변환, 송신자, 수신자.",등록
"본 발명은, 케이스 대한 각종 가공을 위하여 최적화된 고정 및 탈거가 가능하여 작업 시간을 단축시켜 작업공정 전방의 작성양을 높일 수 있는 케이스 가공 지그 장치를 제공할 수 있는 효과가 있다.",등록
"본 발명은 하나 이상의 질소 결합된 5원 복소환 고리를 치환기로 가지는 디벤조푸란 및 디벤조티오펜의 유기 전자 소자에서의 호스트, 차단체 및/또는 전하 수송 재료로서의 용도에 관한 것이다. 본 발명은 또한 하나 이상의 질소 결합된 5원 복소환 고리 및 하나 이상의 카바졸릴 라디칼을 치환기로 포함하는 디벤조푸란 및 디벤조티오펜, 이의 제조방법 및 유기 전자 소자에서 이들 화합물의 용도에 관한 것이다.",거절
"본 발명은 화학식 (I) 또는 (I * )의 카르바졸, 디벤조푸란, 디벤조티오펜 및 디실릴벤조포스폴로부터 선택된 실릴 및 이종원자 치환된 화합물, 유기 전자 장치 용도, 바람직하게는 유기 발광 다이오드에서의 화학식 (I) 또는 (I * )의 용도, 화학식 (I) 및 (I * )의 1 이상의 화합물을 포함하는 유기 발광 다이오드, 화학식 (I) 또는 (I * )의 1 이상의 화합물을 포함하는 유기 발광층, 화학식 (I) 또는 (I * )의 1 이상의 화합물을 포함하는 정공/여기자의 차단층, 1 이상이 본 발명의 유기 발광 다이오드를 포함하는, 고정식 영상 디스플레이 장치, 이동식 영상 디스플레이 장치, 조명 장치, 키보드, 옷 물품, 가구 및 벽지로 구성된 군으로부터 선택되는 장치에 관한 것이다.",등록
"본 발명은 유기 발광 다이오드(OLED)의 발광층에서 매트릭스 물질로서 및/또는 유기 발광 다이오드의 전자에 대한 차단층에서 (헤테로)아릴 치환된 아크리딘 유도체를 사용하는 것에 관한 것이다. 본 발명은 또한 1 이상의 발광체 물질 및 1 이상의 매트릭스 물질을 포함하는 발광층(여기서, 1 이상의 (헤테로)아릴 치환된 아크리딘 유도체가 매트릭스 물질로서 사용됨), 및 1 이상의 본 발명의 발광층을 포함하는 유기 발광 다이오드, 전자에 대한 차단층에 화학식 (I)의 1 이상의 아크리딘 유도체를 포함하는 유기 발광 다이오드 및 1 이상의 본 발명의 유기 발광 다이오드를 포함하는 고정식 및 이동식 영상 표시 장치 및 조명 장치로부터 선택되는 디바이스에 관한 것이다.",등록
"본 발명은 기지정된 개인정보의 유효성 확인 로직을 이용하여 유출된 정보가 개인정보인지 식별하는 단계; 및 고객정보가 단방향 암호화 함수값으로 저장된 타기관의 데이터베이스를 참조하여 식별된 상기 정보가 보호 대상의 개인정보인지 여부를 확인하는 단계를 포함하는 개인정보 유출 보호 방법을 제공한다. 정보 유출, 개인정보, 데이터베이스",등록
"본 발명은 자가 인증 등록기능을 갖춘 보안 시스템에 관한 것으로, 경비 시스템의 설정이나 해제 또는 도어락의 시해정, 전기, 전열, 가스의 원격 제어를 수행할 수 있도록 사설이나 공인 인증서를 이용한 인증 처리를 가입자가 스스로 자가처리 정보를 서버로 전송하여 처리할 수 있게 함으로써 가입자가 인증 등록에 대한 처리를 수월하고 간편하게 할 수 있게 하여 편의성과 경제성을 높인 자가 인증 등록기능을 갖춘 보안 시스템을 제공함에 그 목적이 있다. 본 발명을 적용하면, 공인이나 사설인증을 통해 가입자가 직접 경계를 근거리 또는 원격지에서 해제 및 설정할 수 있으므로 사고의 책임관계가 명확하다는 장점이 있고, 고객의 경계/해제 요청 감소로 관제 및 출동 상황이 감소하므로 경제적으로 유리하며, 궁극적으로 정확하고 안전한 자가 인증자가 인증등록권을 정당한 가입자에게 부여함으로 인해 보안 경비력을 강화할 수 있다는 장점이 있다.",등록
